Medio empleado;Sexo;Edad;Total
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 30 a 34 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 35 a 39 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 40 a 44 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 45 a 49 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 50 a 54 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 55 a 59 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 60 a 64 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 65 a 69 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 70 a 74 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 75 a 79 años;0,54
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 80 a 84 años;1,09
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 85 a 89 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 90 a 94 años;0,54
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Ambos sexos;De 95 años y más;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;Todas las edades;3,53
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;Menores de 15 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 15 a 19 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 20 a 24 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 25 a 29 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 30 a 34 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 35 a 39 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 40 a 44 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 45 a 49 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 50 a 54 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 55 a 59 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 60 a 64 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 65 a 69 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 70 a 74 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 75 a 79 años;0,54
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 80 a 84 años;1,09
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 85 a 89 años;0,27
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 90 a 94 años;0,54
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Hombres;De 95 años y más;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;Todas las edades;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;Menores de 15 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 15 a 19 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 20 a 24 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 25 a 29 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 30 a 34 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 35 a 39 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 40 a 44 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 45 a 49 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 50 a 54 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 55 a 59 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 60 a 64 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 65 a 69 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 70 a 74 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 75 a 79 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 80 a 84 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 85 a 89 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 90 a 94 años;0,00
X68. Envenenamiento autoinfligido intencionalmente por (exposición a) plaguicidas;Mujeres;De 95 años y más;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;Todas las edades;15,22
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;Menores de 15 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 15 a 19 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 20 a 24 años;0,27
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 25 a 29 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 30 a 34 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 35 a 39 años;1,36
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 40 a 44 años;1,63
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 45 a 49 años;1,36
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 50 a 54 años;1,09
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 55 a 59 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 60 a 64 años;1,09
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 65 a 69 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 70 a 74 años;1,09
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 75 a 79 años;1,09
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 80 a 84 años;2,45
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 85 a 89 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 90 a 94 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Ambos sexos;De 95 años y más;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;Todas las edades;8,70
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;Menores de 15 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 15 a 19 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 20 a 24 años;0,27
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 25 a 29 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 30 a 34 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 35 a 39 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 40 a 44 años;1,36
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 45 a 49 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 50 a 54 años;0,27
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 55 a 59 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 60 a 64 años;0,27
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 65 a 69 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 70 a 74 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 75 a 79 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 80 a 84 años;1,09
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 85 a 89 años;0,27
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 90 a 94 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Hombres;De 95 años y más;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;Todas las edades;6,52
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;Menores de 15 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 15 a 19 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 20 a 24 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 25 a 29 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 30 a 34 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 35 a 39 años;0,54
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 40 a 44 años;0,27
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 45 a 49 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 50 a 54 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 55 a 59 años;0,00
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 60 a 64 años;0,82
X69. Envenenamiento autoinfligido intencionalmente por (exposición a) otros productos químicos y sustancias nocivas, y los no especificados;Mujeres;De 65 a 69 años;0,82
